번호,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
2362,영화상영관,03_13_02_P,3910000,CDFF4220002005000007,20050519,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 서정동 818-36번지 ,경기도 평택시 관광특구로 19 (서정동),17774,롯데컬처웍스(주) 롯데시네마 송탄1관,20190114133107,U,2019-01-16 02:40:00.0,,205355.994223928    ,396167.998227949    ,영화상영관,영화상영관,13,,,,10,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050519,
2363,영화상영관,03_13_02_P,3910000,CDFF4220002002000004,20020504,,03,폐업,03,폐업,20070829,,,,655-0413,,450828,경기도 평택시 평택동 298-2번지 ,경기도 평택시 평택로32번길 25  (평택동),,(주)중앙씨네마타운4 4관,20070831104712,I,2018-08-31 23:59:59.0,,207848.496161395    ,387760.895664779    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020504,
2364,영화상영관,03_13_02_P,3910000,CDFF4220002002000003,20020504,,03,폐업,03,폐업,20070829,,,,655-0413,,450828,경기도 평택시 평택동 298-2번지 ,경기도 평택시 평택로32번길 25  (평택동),,(주)중앙씨네마타운 3관,20070831104656,I,2018-08-31 23:59:59.0,,207848.496161395    ,387760.895664779    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020504,
2365,영화상영관,03_13_02_P,3910000,CDFF4220002017000002,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 2관,20190418114355,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,기타,,,7,2,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20170215,일반주거지역
2366,영화상영관,03_13_02_P,3910000,CDFF4220002017000001,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 1관,20190418114355,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,,,,7,2,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20170215,상업지역
2367,영화상영관,03_13_02_P,3910000,CDFF4220002014000001,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택8관,20190418113617,U,2019-04-20 02:40:00.0,,207390.496787958    ,387776.271636161    ,영화상영관,,13,기타,,,10,3,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20141218,상업지역
2368,영화상영관,03_13_02_P,3910000,CDFF4220002009000007,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 7관,20190418113617,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2369,영화상영관,03_13_02_P,3910000,CDFF4220002009000006,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 6관,20190418113617,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2370,영화상영관,03_13_02_P,3910000,CDFF4220002009000005,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 5관,20190418113617,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2371,영화상영관,03_13_02_P,3910000,CDFF4220001994000001,19941224,,03,폐업,03,폐업,20071004,,,,,,450826,경기도 평택시 평택동 45-1번지 ,경기도 평택시 평택1로 10  (평택동),,평택극장1관,20071114175833,I,2018-08-31 23:59:59.0,,207695.292054829    ,387910.388270778    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19941224,
2372,영화상영관,03_13_02_P,3910000,CDFF4220002009000003,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 3관,20190418113616,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2373,영화상영관,03_13_02_P,3910000,CDFF4220002009000002,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 2관,20190418113616,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2374,영화상영관,03_13_02_P,3910000,CDFF4220002009000001,20141218,,01,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 185-104번지 ,경기도 평택시 평택로 51 (평택동),17917,CGV평택 1관,20190418113616,U,2019-04-20 02:40:00.0,,207523.442711596    ,387674.877266816    ,영화상영관,,13,,,,10,3,,,,,,,,,,,,,,,,,,,,영화관,,20090422,
2375,영화상영관,03_13_02_P,3910000,CDFF4220002007000008,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택8관,20180618164723,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2376,영화상영관,03_13_02_P,3910000,CDFF4220002007000007,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙평택7관,20180619123609,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2377,영화상영관,03_13_02_P,3910000,CDFF4220002007000006,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택6관,20180618174756,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2378,영화상영관,03_13_02_P,3910000,CDFF4220002007000005,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택5관,20180618152318,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2379,영화상영관,03_13_02_P,3910000,CDFF4220002007000004,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택4관,20180618150549,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2380,영화상영관,03_13_02_P,3910000,CDFF4220002007000003,20070628,,01,영업/정상,13,영업중,,,,,692-5555,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택3관,20180618150534,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070628,
2381,영화상영관,03_13_02_P,3910000,CDFF4220002007000002,20070627,,01,영업/정상,13,영업중,,,,,070-7016-3505,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택2관,20180618150518,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070627,
2382,영화상영관,03_13_02_P,3910000,CDFF4220002007000001,20070627,,01,영업/정상,13,영업중,,,,,070-7016-3505,,,경기도 평택시 평택동 35-3번지 판타지아 7층 ,"경기도 평택시 중앙로 46 (평택동,판타지아 7층)",,메가박스중앙 평택1관,20180618150502,I,2018-08-31 23:59:59.0,,207757.770973839    ,388080.83595037     ,영화상영관,영화상영관,,,,,9,3,,,,,,,,,,,,,,,,,,,,영화관,,20070627,
2383,영화상영관,03_13_02_P,3910000,CDFF4220002005000020,20050805,,03,폐업,34,영업장폐쇄,20140401,,,,,,,경기도 평택시 비전동 830번지 ,경기도 평택시 경기대로 279 (비전동),,프리머스평택 8관,20140402075821,I,2018-08-31 23:59:59.0,,209932.581670857    ,388254.423734324    ,영화상영관,영화상영관,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20050805,일반상업지역
2384,영화상영관,03_13_02_P,3910000,CDFF4220002005000019,20050805,,03,폐업,34,영업장폐쇄,20140401,,,,656-3036,,,경기도 평택시 비전동 830번지 ,경기도 평택시 경기대로 279 (비전동),,프리머스평택 7관,20140402075751,I,2018-08-31 23:59:59.0,,209932.581670857    ,388254.423734324    ,영화상영관,영화상영관,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20050805,일반상업지역
2385,영화상영관,03_13_02_P,3910000,CDFF4220002005000018,20050805,,03,폐업,34,영업장폐쇄,20140401,,,,655-3036,,,경기도 평택시 비전동 830번지 ,경기도 평택시 경기대로 279 (비전동),,프리머스평택 6관,20140402075709,I,2018-08-31 23:59:59.0,,209932.581670857    ,388254.423734324    ,영화상영관,영화상영관,,,,,12,6,,,,,,,,,,,,,,,,,,,,영화관,,20050805,일반상업지역
2386,영화상영관,03_13_02_P,3910000,CDFF4220002017000006,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 6관,20190418114356,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,기타,,,7,2,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20170215,일반주거지역
2387,영화상영관,03_13_02_P,3910000,CDFF4220002017000005,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 5관,20190418114356,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,기타,,,7,2,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20170215,일반주거지역
2388,영화상영관,03_13_02_P,3910000,CDFF4220002017000004,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 4관,20190418114356,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,기타,,,7,2,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20170215,일반주거지역
2389,영화상영관,03_13_02_P,3910000,CDFF4220002017000003,20170215,,01,영업/정상,13,영업중,,,,,031-646-6824,,,경기도 평택시 비전동 1090-2번지 ,"경기도 평택시 평남로 862, 5층 (비전동)",17854,CGV 평택소사 3관,20190418114356,U,2019-04-20 02:40:00.0,,209854.013171088    ,388765.085735233    ,영화상영관,,9,기타,,,7,2,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20170215,상업지역
2390,영화상영관,03_13_02_P,3910000,CDFF4220002002000002,20020504,,03,폐업,03,폐업,20070829,,,,655-0413,,450828,경기도 평택시 평택동 298-2번지 ,경기도 평택시 평택로32번길 25  (평택동),,(주)중앙씨네마타은4 2관,20070831104638,I,2018-08-31 23:59:59.0,,207848.496161395    ,387760.895664779    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020504,
2391,영화상영관,03_13_02_P,3910000,CDFF4220002002000001,20020504,,03,폐업,03,폐업,20070829,,,,655-0413,,450828,경기도 평택시 평택동 298-2번지 ,경기도 평택시 평택로32번길 25  (평택동),,(주)중앙씨네마타운4 1관,20070831104619,I,2018-08-31 23:59:59.0,,207848.496161395    ,387760.895664779    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020504,
2392,영화상영관,03_13_02_P,3920000,CDFF4220001959000001,19591211,,01,영업/정상,13,영업중,,,,,,,,경기도 동두천시 생연동 828-2번지 ,경기도 동두천시 동광로 33 (생연동),11326,문화극장 3관,20131226132355,I,2018-08-31 23:59:59.0,,204506.309291678    ,489573.895138652    ,영화상영관,영화상영관,2,,,,2,,,,,,,,,,,,,,,,,,,,,영화관,,19591211,
2393,영화상영관,03_13_02_P,3920000,CDFF4220001970000001,19700723,,01,영업/정상,13,영업중,,,,,031-863-3000,,483801,경기도 동두천시 생연동 616-2번지 ,경기도 동두천시 동광로 66 (생연동),11329,문화극장 1관,20140203105422,I,2018-08-31 23:59:59.0,,204836.421881275    ,489515.05899862     ,영화상영관,영화상영관,2,,,,2,,,,,,,,,,,,,,,,,,,,,영화관,,19700723,
2394,영화상영관,03_13_02_P,3920000,CDFF4220001988000001,19880421,,01,영업/정상,13,영업중,,,,,865-2480,,483030,경기도 동두천시 생연동 616-5번지 ,경기도 동두천시 동광로 66 (생연동),11329,문화극장 2관,20130718110938,I,2018-08-31 23:59:59.0,,204828.649502898    ,489548.582266736    ,영화상영관,영화상영관,1,,,,1,,,,,,,,,,,,,,,,,,,,,영화관,,19880421,
2395,영화상영관,03_13_02_P,3920000,CDFF4220002002000001,20021203,,03,폐업,03,폐업,20040527,,,,862-6000,,483100,경기도 동두천시 상봉암동 162-10번지 ,경기도 동두천시 평화로2910번길 96-63  (상봉암동),,소요씨네마,20061116180411,I,2018-08-31 23:59:59.0,,205731.995319064    ,493320.09726546     ,영화상영관,영화상영관,2,,,,2,,,,,,,,,,,,,,,,,,,,,자동차극장,,20021203,
2396,영화상영관,03_13_02_P,3930000,CDFF4220002006000009,20060929,,03,폐업,03,폐업,20080414,,,,031-483-3782,,425020,"경기도 안산시 단원구 고잔동 725-1,2번지 ",,,CGV안산 4관,20080415111613,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2397,영화상영관,03_13_02_P,3930000,CDFF4220002006000008,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-3,4번지 ",,,CGV안산 5관,20080415111626,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2398,영화상영관,03_13_02_P,3930000,CDFF4220002006000007,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-3,4번지 ",,,CGV안산 6관,20080415111640,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2399,영화상영관,03_13_02_P,3930000,CDFF4220002006000006,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,경기도 안산시 단원구 고잔동 725-3.4번지 ,,,CGV안산 7관,20080415111730,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2400,영화상영관,03_13_02_P,3930000,CDFF4220002006000005,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-3,4 ",,,CGV안산 8관,20080415111743,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2401,영화상영관,03_13_02_P,3930000,CDFF4220002006000004,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-1,2번지 ",,,CGV안산 9관,20080415111755,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2402,영화상영관,03_13_02_P,3930000,CDFF4220002006000003,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-1,2번지 ",,,CGV안산 10관,20080415111808,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2403,영화상영관,03_13_02_P,3930000,CDFF4220002006000002,20060929,,03,폐업,03,폐업,20080414,,,,031-483-3782,,425020,"경기도 안산시 단원구 고잔동 725-1,2번지 ",,,CGV안산 11관,20080415111820,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2404,영화상영관,03_13_02_P,3930000,CDFF4220002006000001,20060929,,03,폐업,03,폐업,20080414,,,,,,425020,"경기도 안산시 단원구 고잔동 725-1,2호번지 ",,,CGV안산 12관,20080415111833,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,15,기타,,,10,5,,,,,,,,,,,,,,,,,,,,영화관,,20060929,일반상업지역
2405,영화상영관,03_13_02_P,3930000,CDFF4220002005000024,20050906,,01,영업/정상,13,영업중,,,,,,,,경기도 안산시 상록구 성포동 590번지 ,경기도 안산시 상록구 항가울로 422 (성포동),15299,롯데시네마 안산8관,20190118103052,U,2019-01-20 02:40:00.0,,186396.067737112    ,423947.236380533    ,영화상영관,영화상영관,6,기타,,,5,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20050906,일반상업지역
2406,영화상영관,03_13_02_P,3930000,CDFF4220002005000023,20050906,,01,영업/정상,13,영업중,,,,,,,,경기도 안산시 상록구 성포동 590번지 ,경기도 안산시 상록구 항가울로 422 (성포동),15299,롯데시네마 안산7관,20190118103143,U,2019-01-20 02:40:00.0,,186396.067737112    ,423947.236380533    ,영화상영관,영화상영관,6,기타,,,5,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20050906,일반상업지역
2407,영화상영관,03_13_02_P,3930000,CDFF4220002004000003,20040311,,03,폐업,03,폐업,20060630,,,,"481-4141,7000",,425856,경기도 안산시 단원구 초지동 743-2번지 ,경기도 안산시 단원구 원포공원1로 59  (초지동),15455,시네마이즈 안산2관,20070422140240,I,2018-08-31 23:59:59.0,,183167.919914073    ,422296.606309921    ,영화상영관,영화상영관,6,아파트지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040311,준주거지역
2408,영화상영관,03_13_02_P,3930000,CDFF4220002004000002,20040311,,03,폐업,03,폐업,20060630,,,,,,425856,경기도 안산시 단원구 초지동 743-2번지 ,경기도 안산시 단원구 원포공원1로 59  (초지동),15455,시네마이즈 안산1관,20070422140726,I,2018-08-31 23:59:59.0,,183167.919914073    ,422296.606309921    ,영화상영관,영화상영관,6,주택가주변,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040311,준주거지역
2409,영화상영관,03_13_02_P,3930000,CDFF4220002003000007,20031208,,01,영업/정상,13,영업중,,,,,405-4960,,425807,경기도 안산시 단원구 고잔동 717-2번지 701호,"경기도 안산시 단원구 광덕대로 137,  701호 (고잔동)",15476,프리머스시네마안산 제7관,20080415110823,I,2018-08-31 23:59:59.0,,184763.898826757    ,422990.509805774    ,영화상영관,영화상영관,11,기타,,,9,11,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20031208,상업지역
